0.0077081	-0.138327	0.541
0.0497922	-0.138327	0.541
0.0918764	-0.138327	0.541
0.133961	-0.138327	0.541
0.176045	-0.138327	0.541
0.218129	-0.138327	0.541
0.260213	-0.138327	0.541
0.302297	-0.138327	0.541
0.344381	-0.138327	0.541
0.386465	-0.138327	0.541
0.0077081	-0.113549	0.541
0.0497922	-0.113549	0.541
0.0918764	-0.113549	0.541
0.133961	-0.113549	0.541
0.176045	-0.113549	0.541
0.218129	-0.113549	0.541
0.260213	-0.113549	0.541
0.302297	-0.113549	0.541
0.344381	-0.113549	0.541
0.386465	-0.113549	0.541
0.0077081	-0.0887708	0.541
0.0497922	-0.0887708	0.541
0.0918764	-0.0887708	0.541
0.133961	-0.0887708	0.541
0.176045	-0.0887708	0.541
0.218129	-0.0887708	0.541
0.260213	-0.0887708	0.541
0.302297	-0.0887708	0.541
0.344381	-0.0887708	0.541
0.386465	-0.0887708	0.541
0.0077081	-0.0639927	0.541
0.0497922	-0.0639927	0.541
0.0918764	-0.0639927	0.541
0.133961	-0.0639927	0.541
0.176045	-0.0639927	0.541
0.218129	-0.0639927	0.541
0.260213	-0.0639927	0.541
0.302297	-0.0639927	0.541
0.344381	-0.0639927	0.541
0.386465	-0.0639927	0.541
0.0077081	-0.0392147	0.541
0.0497922	-0.0392147	0.541
0.0918764	-0.0392147	0.541
0.133961	-0.0392147	0.541
0.176045	-0.0392147	0.541
0.218129	-0.0392147	0.541
0.260213	-0.0392147	0.541
0.302297	-0.0392147	0.541
0.344381	-0.0392147	0.541
0.386465	-0.0392147	0.541
0.0077081	-0.0144366	0.541
0.0497922	-0.0144366	0.541
0.0918764	-0.0144366	0.541
0.133961	-0.0144366	0.541
0.176045	-0.0144366	0.541
0.218129	-0.0144366	0.541
0.260213	-0.0144366	0.541
0.302297	-0.0144366	0.541
0.344381	-0.0144366	0.541
0.386465	-0.0144366	0.541
0.0077081	0.0103415	0.541
0.0497922	0.0103415	0.541
0.0918764	0.0103415	0.541
0.133961	0.0103415	0.541
0.176045	0.0103415	0.541
0.218129	0.0103415	0.541
0.260213	0.0103415	0.541
0.302297	0.0103415	0.541
0.344381	0.0103415	0.541
0.386465	0.0103415	0.541
0.0077081	0.0351195	0.541
0.0497922	0.0351195	0.541
0.0918764	0.0351195	0.541
